position,score
517,49.614918
518,57.473099
519,48.227055
520,76.156792
521,50.211636
522,66.262604
523,44.834595
524,54.557667
525,53.565540
526,44.447681
527,46.465794
528,50.713787
529,40.118057
530,52.097317
531,66.202293
532,48.585327
533,98.072449
534,41.438046
535,46.529438
536,43.813873
537,31.865484
538,41.373924
539,39.976852
540,53.049286
541,46.643364
542,30.256136
543,22.391249
544,52.241409
545,35.292469
546,50.064575
547,118.086777
548,56.866673
549,34.197315
550,39.107773
551,37.194374
552,47.854958
553,60.117142
554,36.613026
555,46.496418
556,51.919521
557,36.304840
558,48.326134
559,50.841839
560,43.316772
561,49.608479
562,32.525661
563,25.699125
564,94.563316
565,154.125504
566,88.707626
567,56.272575
568,69.710098
569,41.989433
570,62.995327
571,45.604755
572,66.296524
573,39.972713
574,66.594208
575,186.414993
576,75.947205
577,71.400078
578,52.763199
579,37.616241
580,46.651558
581,105.537979
582,47.131168
583,51.995655
584,41.732960
585,57.806599
586,41.025135
587,82.507217
588,45.369728
589,47.170181
590,41.487869
591,32.492081
592,40.648685
593,82.459602
594,45.561558
595,52.205814
596,60.642704
597,62.620335
598,65.078735
599,44.511635
600,40.974907
601,61.414722
602,50.480759
603,44.502831
604,45.789841
605,45.147072
606,46.616165
607,35.200325
608,30.052179
609,44.526600
610,40.521889
611,64.368629
612,113.349358
613,51.391014
614,33.045254
615,53.364986
616,27.174171
617,56.165161
618,37.573673
619,36.814018
620,36.949226
621,53.995033
622,32.146767
623,41.017990
624,41.781487
625,45.971184
626,54.360943
627,32.468124
628,31.354263
629,45.617836
630,176.371231
631,72.180473
632,49.129368
633,53.854263
634,50.525566
635,45.016487
636,27.141378
637,42.255562
638,44.188473
639,59.184200
640,102.625816
641,64.115494
642,49.580109
643,64.254745
644,35.648914
645,47.053219
646,74.999680
647,35.917061
648,44.853413
649,42.169346
650,46.802242
651,44.250172
652,55.818134
653,48.216770
654,50.186977
655,41.256447
656,37.573349
657,46.110435
658,54.560413
659,38.992313
660,40.181461
661,67.028786
662,54.805542
663,52.758179
664,41.976704
665,37.741753
666,39.005699
667,34.321129
668,32.423725
669,32.437252
670,44.742046
671,42.458992
672,35.516071
673,28.738161
674,50.151123
675,25.926598
676,42.521435
677,66.430450
678,50.303207
679,56.778118
680,34.763866
681,26.429537
682,55.774788
683,42.670177
684,37.282654
685,31.860395
686,52.850170
687,32.174702
688,39.934818
689,43.881008
690,35.299847
691,48.607792
692,27.807434
693,21.998119
694,39.866238
695,119.581345
696,67.020676
697,46.608868
698,47.676910
699,47.599358
700,55.488724
701,28.771822
702,73.669403
703,51.802238
704,50.926292
705,93.650665
706,74.367210
707,58.994686
708,54.412716
709,38.452068
710,51.705788
711,85.873940
712,35.566887
713,55.448280
714,42.719971
715,44.691841
716,75.053192
717,53.843067
718,45.915394
719,46.883633
720,37.483150
721,38.756279
722,43.285576
723,63.403900
724,65.102364
725,53.391144
726,59.696228
727,35.824791
728,53.376587
729,34.922886
730,35.193741
731,45.207897
732,28.341249
733,48.190239
734,45.641575
735,47.697762
736,32.505695
737,28.437973
738,28.960119
739,41.722805
740,23.851883
741,51.358547
742,104.721397
743,53.848373
744,33.351784
745,37.219563
746,26.931602
747,58.708412
748,43.994671
749,31.820807
750,41.843323
751,47.234303
752,28.802345
753,43.573112
754,41.499851
755,53.389153
756,40.679634
757,29.113520
758,26.963533
759,36.457569
760,135.832184
761,63.827026
762,45.651283
763,53.468113
764,46.345295
765,65.700623
766,35.394634
767,70.645439
768,37.637913
769,69.866386
770,116.329994
771,69.230637
772,40.568382
773,48.077320
774,33.866562
775,47.784920
776,92.663246
777,39.202259
778,47.751019
779,37.573475
780,52.993214
781,45.581173
782,57.655190
783,40.450008
784,46.743004
785,39.575558
786,38.322865
787,40.174290
788,73.131737
789,47.462154
790,48.181778
791,61.344219
792,32.612568
793,50.547493
794,41.518005
795,34.607307
796,42.221397
797,25.420410
798,39.036072
799,28.664684
800,32.747833
