position,score
0,23160.130859
1,22.070656
2,64.195740
3,111.015266
4,42.716816
5,34.062317
6,39.869541
7,77.988304
8,46.521355
9,65.052116
10,31.635874
11,84.247749
12,102.490570
13,48.117558
14,57.592529
15,46.460209
16,32.588753
17,46.773640
18,107.068764
19,35.841957
20,48.735397
21,25.223974
22,69.213409
23,106.545319
24,44.487869
25,71.450279
26,22.345612
27,57.239967
28,54.586319
29,27.992748
30,49.142727
31,40.115498
32,112.301315
33,41.615490
34,108.589958
35,43.351109
36,51.648636
37,57.040157
38,26.475855
39,46.933842
40,46.866692
41,34.920818
42,38.311230
43,52.826412
44,104.853355
45,48.744743
46,26.017237
47,25.295919
48,37.496975
49,54.699654
50,32.990528
51,39.946541
52,23.225033
53,54.612923
54,38.446815
55,22.288555
56,53.679447
57,66.038429
58,96.900246
59,61.917332
60,49.499023
61,47.759964
62,92.382523
63,54.584217
64,49.827518
65,63.457191
66,43.385406
67,45.437664
68,55.772820
69,31.813057
70,43.437943
71,81.407257
72,58.579521
73,44.083698
74,49.708839
75,68.545967
76,45.060108
77,29.008945
78,58.748699
79,41.591740
80,39.710033
81,54.518677
82,66.425499
83,68.327377
84,57.043777
85,38.071804
86,58.058681
87,52.095188
88,54.607464
89,62.603035
90,180.557480
91,80.094185
92,71.893356
93,122.915451
94,64.126266
95,62.405693
96,62.155521
97,55.852589
98,95.029274
99,77.107254
100,39.984703
101,64.649864
102,66.469467
103,57.823250
104,45.907051
105,48.700924
106,51.142529
107,48.655193
108,70.146477
109,53.761848
110,33.492897
111,37.236164
112,187.000137
113,111.424049
114,46.401550
115,40.111443
116,57.126110
117,36.975552
118,37.245716
119,66.239845
120,45.414932
121,40.367538
122,41.353989
123,63.582264
124,47.688503
125,38.831989
126,46.212891
127,41.366798
128,44.887047
129,52.168709
130,36.259159
131,34.151184
132,28.557249
133,47.697128
134,41.577442
135,38.382877
136,34.730507
137,108.623055
138,51.195923
139,71.311073
140,101.660515
141,50.744743
142,49.539413
143,42.444588
144,79.344254
145,49.174850
146,62.748211
147,70.493271
148,37.234165
149,71.850082
150,51.443737
151,73.463348
152,51.780193
153,35.809334
154,40.007080
155,41.979736
156,32.517975
157,45.531754
158,33.039970
159,56.390251
160,181.918091
161,54.815971
162,75.066246
163,102.965645
164,59.908211
165,43.829906
166,89.588844
167,68.758377
168,59.322018
169,44.277054
170,51.685051
171,49.161522
172,126.525307
173,55.527798
174,98.550545
175,49.527046
176,53.970848
177,33.798714
178,34.544552
179,67.051460
180,52.961369
181,37.621136
182,46.329990
183,40.567993
184,35.613220
185,43.420662
186,110.565742
187,53.090469
188,99.479309
189,53.060551
190,24.803606
191,49.580208
192,38.662434
193,60.055840
194,29.177332
195,38.687454
196,35.159935
197,77.370667
198,39.039070
199,59.845703
200,49.068855
201,28.998062
202,20.082859
203,27.071772
204,74.012108
205,67.847778
206,69.394203
207,112.528885
208,69.356071
209,44.472134
210,51.067471
211,53.215767
212,39.824352
213,44.917065
214,47.164898
215,102.420746
216,48.614429
217,62.435959
218,40.256935
219,78.023293
220,49.859341
221,48.325497
222,56.671104
223,115.525482
224,65.318268
225,36.956947
226,49.269703
227,91.805435
228,90.292793
229,56.618908
230,44.411743
231,47.791710
232,41.525337
233,55.316952
234,49.156605
235,69.951057
236,88.458504
237,53.390999
238,55.506245
239,72.473320
240,52.285473
241,50.853920
242,29.112007
243,26.873453
244,29.857014
245,30.513021
246,44.840927
247,46.640675
248,62.298096
249,55.275337
250,51.861401
251,38.603508
252,41.704327
253,93.230621
254,68.843002
255,58.874249
256,48.080307
257,54.672981
258,41.289368
259,47.580101
260,128.202225
261,80.985588
262,123.887833
263,56.321159
264,68.294250
265,50.273376
266,49.694996
267,58.104042
268,60.829166
269,119.425133
270,62.380424
271,69.155403
272,40.496395
273,93.021301
274,54.348316
275,73.239700
276,72.773354
277,48.223717
278,61.831264
279,55.688549
280,72.083519
281,42.536106
282,48.801735
283,86.032738
284,49.425602
285,30.730198
286,60.913036
287,54.316120
288,70.992302
289,67.196449
290,38.368000
291,63.466003
292,68.392593
293,71.037262
294,50.202759
295,40.606117
296,41.206017
297,35.779556
298,64.013916
299,52.063156
300,50.766438
301,34.826420
302,35.246937
303,64.930397
304,39.124546
305,37.996555
306,55.100185
307,43.167213
308,43.391838
309,29.122444
310,30.024950
311,34.458839
312,31.750685
313,44.807747
314,54.306160
315,33.802738
316,40.405075
317,56.847790
318,42.224503
319,53.231888
320,37.944180
321,38.146545
322,33.336628
323,31.606815
324,26.323402
325,93.057312
326,65.381462
327,43.492329
328,76.489136
329,71.967522
330,43.601326
331,76.174576
332,46.544594
333,52.328751
334,81.866013
335,57.084442
336,34.692753
337,49.116932
338,68.876457
339,56.999886
340,34.176651
341,33.219265
342,40.437302
343,35.294533
344,43.667473
345,49.093605
346,41.805603
347,68.002678
348,32.462547
349,31.399101
350,32.247433
351,45.872234
352,40.751469
353,28.747702
354,60.313492
355,52.646343
356,45.690548
357,39.305561
358,54.664879
359,32.905197
360,64.229248
361,38.340626
362,53.560040
363,51.662170
364,43.674072
365,28.725973
366,51.806511
367,62.900307
368,34.190762
369,31.147041
370,36.849594
371,32.527134
372,33.314487
373,35.649361
374,46.567509
375,36.906544
376,30.547047
377,45.179638
378,47.663548
379,49.072533
380,30.330288
381,33.146763
382,42.421669
383,23.107496
384,38.898113
385,24.771482
386,30.654530
387,26.210905
388,122.316078
389,48.911270
390,61.381947
